typ_bw,FID,rvs_str,key_str,bez_str,richtung_str,km_von,km_bis,bez_bw,nr_bw,baujahr_bw,breite_bw,hoehe_bw
galerie,galerie.16,8    -L   7 -    -,L7,Schwarzachtobelstraße,RFB 1,1.293,1.337,Galerie Kreuzfelsen,L007 G01,1971,,3
galerie,galerie.12,8    -L  82 -    -,L82,Brandner Straße,RFB 1,8.85,9.067,Daleugalerie,L082 G01,1987,,3
galerie,galerie.13,8    -L  90 -    -,L90,Buchbodener Straße,RFB 1,1.186,1.405,Galerie Schwarze Dohle,L090 G01,1984,,6
galerie,galerie.23,8    -L  97 -    -,L97,Klostertaler Straße,RFB 1,22.392,22.605,Großtobelgalerie Abschnitt 2 Ost,L097 G02,1977,,6
galerie,galerie.35,8    -L  97 -    -,L97,Klostertaler Straße,RFB 1,22.029,22.191,Großtobelgalerie Abschnitt 1 West,L097 G01,1978,,6
tunnel,tunnel.13,8    -L  14 -    -,L14,Bucher Straße,RFB 1,2.46,2.512,Ippachtunnel,L014 T01,1978,,
tunnel,tunnel.12,8    -L 188 -    -,L188,Montafoner Straße,RFB 1,70.544,70.775,Gortnieltunnel,B188 T01,1988,,
tunnel,tunnel.28,8    -L 188 -    -,L188,Montafoner Straße,RFB 1,59.207,59.773,Tschambreutunnel,B188 T03,2006,,
tunnel,tunnel.36,8    -L 188 -    -,L188,Montafoner Straße,RFB 1,70.942,71.5,Maurentobeltunnel,B188 T02,1988,,
tunnel,tunnel.2,8    -L 190 -    -,L190,Vorarlberger Straße,RFB 1,23.211,23.358,Schattenburgtunnel,B190 T01,1975,,
tunnel,tunnel.18,8    -L 193 -    -,L193,Faschinastraße,RFB 1,25.127,25.578,Stutztobeltunnel,B193 T01,1996,,
tunnel,tunnel.19,8    -L 193 -    -,L193,Faschinastraße,RFB 1,27.783,28.022,Hahnenköpflegalerie - Tunnelabschnitt,B193 T02,1984,,
tunnel,tunnel.6,8    -L 197 -    -,L197,Arlbergstraße,RFB 1,17.918,18.94,Passürtunnel,B197 T01,1996,,
tunnel,tunnel.31,8    -L 197 -    -,L197,Arlbergstraße,RFB 1,19.647,19.784,Fuchslochtunnel,B197 T02,1999,,
tunnel,tunnel.10,8    -L 198 -    -,L198,Lechtalstraße,RFB 1,1.172,1.21,Leerle Tunnel,B198 T01,2008,,
tunnel,tunnel.16,8    -L 198 -    -,L198,Lechtalstraße,RFB 1,2.425,2.431,Flexentortunnel 2,B198 T06,1965,,
tunnel,tunnel.17,8    -L 198 -    -,L198,Lechtalstraße,RFB 1,8.082,8.4,Schafalptobeltunnel,B198 T07,1975,,
tunnel,tunnel.21,8    -L 198 -    -,L198,Lechtalstraße,RFB 1,2.131,2.168,Weißer Tunnel Spritzbeton,B198 T04,1939,,
tunnel,tunnel.22,8    -L 198 -    -,L198,Lechtalstraße,RFB 1,2.003,2.048,Hölltobeltunnel,B198 T03,1939,,
tunnel,tunnel.25,8    -L 198 -    -,L198,Lechtalstraße,RFB 1,1.764,1.854,Steinbruchtunnel,B198 T02,1937,,
tunnel,tunnel.26,8    -L 198 -    -,L198,Lechtalstraße,RFB 1,2.371,2.395,Flexentortunnel 1,B198 T05,1941,,
tunnel,tunnel.20,8    -L   2 -    -,L2,Langener Straße,RFB 1,7.077,7.24,Wirtatobeltunnel,L002 T01,1963,,
tunnel,tunnel.1,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,51.701,52.053,Sulztobeltunnel,B200 T03,1984,,
tunnel,tunnel.3,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,50.509,50.618,Schrofentunnel,B200 T02,1959,,
tunnel,tunnel.4,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,54.986,55.01,Bliesetunnel,B200 T05,1988,,
tunnel,tunnel.9,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,37.367,38.207,Schnepfauer Tunnel,B200 T08,2001,,
tunnel,tunnel.14,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,45.514,45.655,Himmelriesetunnel,B200 T01,1959,,
tunnel,tunnel.24,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,1.97,5.317,Achraintunnel,B200 T09,2007,,
tunnel,tunnel.27,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,53.889,53.982,Litzetobeltunnel,B200 T04,1987,,
tunnel,tunnel.33,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,60.807,60.977,Holzbodentunnel,B200 T06,1995,,
tunnel,tunnel.15,8    -L 200 -    -D,L200-D,Bregenzerwaldstraße,RFB 1,20.777,20.89,Tunnel Bühel,B200 T10,2016,,
tunnel,tunnel.11,8    -L  51 -    -,L51,Laternser Straße,RFB 1,4.676,4.895,Blankentunnel,L051 T02,1986,,
tunnel,tunnel.29,8    -L  51 -    -,L51,Laternser Straße,RFB 1,5.003,5.229,Schwarze Rüfe Tunnel,L051 T03,1952,,
tunnel,tunnel.35,8    -L  51 -    -,L51,Laternser Straße,RFB 1,4.104,4.592,Suldistunnel,L051 T01,1985,,
tunnel,tunnel.7,8    -L  53 -    -,L53,Bangser Straße,RFB 1,0.119,0.518,Ardetzenbergtunnel,L053 T01,1997,,
tunnel,tunnel.5,8    -L   7 -    -,L7,Schwarzachtobelstraße,RFB 1,1.337,1.413,Schwarzachtobeltunnel,L007 T01,1953,,
tunnel,tunnel.30,8    -L  82 -    -,L82,Brandner Straße,RFB 1,6.698,6.96,Tschapinatunnel,L082 T01,1991,,
tunnel,tunnel.8,8    -L  87 -    -,L87,Gaiser Straße,RFB 1,0.17,0.445,Nenzinger Tunnel,L087 T01,1996,,
tunnel,tunnel.23,8    -L  97 -    -,L97,Klostertaler Straße,RFB 1,22.191,22.392,Großtobeltunnel,L097 T02,1977,,
tunnel,tunnel.32,8    -L  97 -    -,L97,Klostertaler Straße,RFB 1,17.161,17.266,Stelzistobeltunnel,L097 T01,1981,,
tunnel,tunnel.34,8    -L  97 -    -,L97,Klostertaler Straße,RFB 1,8.475,8.836,Gasteltobeltunnel,L097 T03,2003,,
unterfuehrung,unterfuehrung.15,8    -L  11 -    -,L11,Eichenberger Straße,RFB 1,5.546,5.556,Überführung Wirtschaftsgebäudezufahrt,L011 U01,,,
unterfuehrung,unterfuehrung.59,8    -L  13 -    -,L13,Kennelbacher Straße,RFB 1,0.689,0.709,V20R Überführung der A14 RFB Arlberg,A 14 011 R,1963,,
unterfuehrung,unterfuehrung.69,8    -L  13 -    -,L13,Kennelbacher Straße,RFB 1,0.568,0.6,V21c Überführung der Spur 1000 über die L13,A 14 017,1996,,
unterfuehrung,unterfuehrung.72,8    -L  13 -    -,L13,Kennelbacher Straße,RFB 1,0.717,0.735,V20L Überführung der A14 RFB Deutschland,A 14 011 L,1950,,
unterfuehrung,unterfuehrung.8,8    -L  18 -    -,L18,Hörbranzer Straße,RFB 1,1.718,1.815,V11 Unterführung der A14,A 14 005,1968,,
unterfuehrung,unterfuehrung.6,8    -L 188 -    -,L188,Montafoner Straße,RFB 1,85.745,85.757,W43 Überführung der A14 und S16,A 14 146,1956,,
unterfuehrung,unterfuehrung.5,8    -L 190 -    -,L190,Vorarlberger Straße,RFB 1,4.335,4.4,Unterführung der ÖBB,B190 U03,1965,,
unterfuehrung,unterfuehrung.11,8    -L 190 -    -,L190,Vorarlberger Straße,RFB 1,0,0.011,W43 Überführung der A14 und S16,A 14 146,2003,,
unterfuehrung,unterfuehrung.34,8    -L 190 -    -,L190,Vorarlberger Straße,RFB 1,48.525,48.804,Unterführung der ÖBB,B190 U06,1992,,
unterfuehrung,unterfuehrung.41,8    -L 190 -    -,L190,Vorarlberger Straße,RFB 1,52.795,52.818,Überführung der L41,B190 U07,1983,,
unterfuehrung,unterfuehrung.48,8    -L 190 -    -,L190,Vorarlberger Straße,RFB 1,26.036,26.152,Unterführung der ÖBB,B190 U05,1946,,
unterfuehrung,unterfuehrung.60,8    -L 190 -    -,L190,Vorarlberger Straße,RFB 1,2.765,2.788,Brücke über die ÖBB und Ill,B190 U02,1971,,
unterfuehrung,unterfuehrung.1,8    -L 190 -    -E,L190-E,Vorarlberger Straße (Einbahn),RFB 1,22.423,22.446,Überführung der Brücke nach Göfis Stein,B190 U04R,1972,,
unterfuehrung,unterfuehrung.4,8    -L 190 -    -E,L190-E,Vorarlberger Straße (Einbahn),RFB 1,53.565,53.613,V32 Überführung der A14,A 14 029,1955,,
unterfuehrung,unterfuehrung.21,8    -L 190 -    -E,L190-E,Vorarlberger Straße (Einbahn),RFB 1,53.672,53.934,Unterführung der ÖBB,B190 U09R,1965,,
unterfuehrung,unterfuehrung.37,8    -L 190 -    -G,L190-G,Vorarlberger Straße (Gegenfahrbahn),RFB 2,53.934,53.673,Unterführung der ÖBB,A 14 029,1993,,
unterfuehrung,unterfuehrung.62,8    -L 190 -    -G,L190-G,Vorarlberger Straße (Gegenfahrbahn),RFB 2,53.607,53.56,V32 Überführung der A14,A 14 029,1954,,
unterfuehrung,unterfuehrung.67,8    -L 190 -    -G,L190-G,Vorarlberger Straße (Gegenfahrbahn),RFB 2,22.441,22.42,Überführung der Brücke nach Göfis Stein,B190 U04L,1962,,
unterfuehrung,unterfuehrung.32,8    -L 192 -    -,L192,Gargellener Straße,RFB 1,3.291,3.301,Illwerke Aquädukt,B192 U01,1963,,
unterfuehrung,unterfuehrung.19,8    -L 193 -    -,L193,Faschinastraße,RFB 1,28.116,28.128,Überführung Wirtschaftsweg,B193 U02,1940,,
unterfuehrung,unterfuehrung.31,8    -L 193 -    -,L193,Faschinastraße,RFB 1,1.337,1.408,ÖBB Überführung Nüziders,B193 U01,1999,,
unterfuehrung,unterfuehrung.58,8    -L 197 -    -,L197,Arlbergstraße,RFB 1,13.781,13.791,Überführung Schibrücke Valfagehr,B197 U01,1963,,
unterfuehrung,unterfuehrung.16,8    -L 198 -    -,L198,Lechtalstraße,RFB 1,5.232,5.262,Überführung Schibrücke 2,B198 U02,1994,,
unterfuehrung,unterfuehrung.23,8    -L 198 -    -,L198,Lechtalstraße,RFB 1,4.86,4.87,Überführung Schibrücke 1,B198 U01,1940,,
unterfuehrung,unterfuehrung.14,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,36.044,36.055,Überführung Eschweg,B200 U02,1946,,
unterfuehrung,unterfuehrung.45,8    -L 200 -    -,L200,Bregenzerwaldstraße,RFB 1,1.434,1.708,Unterführung der ÖBB neu,B200 U01,1991,,
unterfuehrung,unterfuehrung.13,8    -L 202 -    -,L202,Schweizer Straße,RFB 1,0.38,0.385,Überführung Fußgängersteg Bahnhof,B202 U01,1956,,
unterfuehrung,unterfuehrung.46,8    -L 202 -    -,L202,Schweizer Straße,RFB 1,1.992,2.063,Unterführung der ÖBB,B202 U03,1977,,
unterfuehrung,unterfuehrung.51,8    -L 202 -    -,L202,Schweizer Straße,RFB 1,0.601,0.615,Überführung Mehrerauerstraße,B202 U02,1975,,
unterfuehrung,unterfuehrung.43,8    -L 203 -    -,L203,Rheinstraße,RFB 1,13.134,13.308,Unterführung der ÖBB,B203 U02,1986,,
unterfuehrung,unterfuehrung.71,8    -L 203 -    -,L203,Rheinstraße,RFB 1,0.703,1.004,Unterführung der ÖBB,B203 U01,1999,,
unterfuehrung,unterfuehrung.7,8    -L 204 -    -,L204,Lustenauer Straße,RFB 1,1.429,1.559,Unterführung der ÖBB,B204 U01,1972,,
unterfuehrung,unterfuehrung.30,8    -L 204 -    -,L204,Lustenauer Straße,RFB 1,2.727,2.764,Überführung der A14,A 14 052,1947,,
unterfuehrung,unterfuehrung.24,8    -L  25 -    -,L25,Müselbacher Straße,RFB 1,0.068,0.101,Überführung der L205,L025 U01,1963,,
unterfuehrung,unterfuehrung.22,8    -L   3 -    -,L3,Hofsteigstraße,RFB 1,3.093,3.1,Überführung Radweg,L003 014,2009,,
unterfuehrung,unterfuehrung.26,8    -L   3 -    -,L3,Hofsteigstraße,RFB 1,1.58,1.629,ÖBB Überführung Schweiz,L003 002,1995,,
unterfuehrung,unterfuehrung.39,8    -L   3 -    -,L3,Hofsteigstraße,RFB 1,3.053,3.093,V23 Unterführung der A14,A 14 023,1941,,
unterfuehrung,unterfuehrung.55,8    -L   3 -    -,L3,Hofsteigstraße,RFB 1,11.301,11.429,ÖBB Überführung,L003 012,1995,,
unterfuehrung,unterfuehrung.70,8    -L   3 -    -,L3,Hofsteigstraße,RFB 1,1.652,1.672,ÖBB Überführung Bregenz,L003 003,1950,,
unterfuehrung,unterfuehrung.53,8    -L  41 -    -,L41,Senderstraße,RFB 1,5.127,5.179,V35 Überführung der A14,A 14 032,1967,,
unterfuehrung,unterfuehrung.64,8    -L  41 -    -,L41,Senderstraße,RFB 1,6.741,6.963,Unterführung der ÖBB,L041 U04,1976,,
unterfuehrung,unterfuehrung.17,8    -L  41 -   6-R 5,L41-6-R5,L41 Senderstraße - Rampe 5,RFB 1,0,0.009,Überführung der L41 über die Rampe L41-6-R5,L041 U02,1947,,
unterfuehrung,unterfuehrung.44,8    -L  41 -   6-R 6,L41-6-R6,L41 Senderstraße - Rampe 6,RFB 1,0.123,0.147,Überführung der L41 über die Rampe L41-6-R6,L041 U03,1994,,
unterfuehrung,unterfuehrung.36,8    -L  42 -    -,L42,Werbenstraße,RFB 1,0.965,1.072,Unterführung der ÖBB,L042 U01,1959,,
unterfuehrung,unterfuehrung.38,8    -L  45 -    -,L45,Schmitternstraße,RFB 1,0.415,0.649,Unterführung der ÖBB,L045 U01,1941,,
unterfuehrung,unterfuehrung.40,8    -L  45 -    -,L45,Schmitternstraße,RFB 1,2.777,2.986,V58 Unterführung der A14,A 14 056,1940,,
unterfuehrung,unterfuehrung.20,8    -L  46 -    -,L46,Diepoldsauer Straße,RFB 1,0.211,0.392,ÖBB Überführung,L046 U01,1946,,
unterfuehrung,unterfuehrung.35,8    -L  46 -    -,L46,Diepoldsauer Straße,RFB 1,1.708,1.714,Überführung Radweg,L046 U03,1955,,
unterfuehrung,unterfuehrung.63,8    -L  46 -    -,L46,Diepoldsauer Straße,RFB 1,1.674,1.707,V65L Überführung der A14,A 14 061,1945,,
unterfuehrung,unterfuehrung.49,8    -L  47 -    -,L47,Bauernstraße,RFB 1,0.675,0.85,Unterführung der ÖBB,L047 U01,1993,,
unterfuehrung,unterfuehrung.12,8    -L  49 -    -,L49,Achrainstraße,RFB 1,0.772,1.006,Unterführung der ÖBB,L049 U01,1946,,
unterfuehrung,unterfuehrung.42,8    -L  52 -    -,L52,Meininger Straße,RFB 1,1.166,1.197,V92 Überführung der A14,A 14 092,1971,,
unterfuehrung,unterfuehrung.50,8    -L  53 -    -,L53,Bangser Straße,RFB 1,0.843,1.058,Unterführung der ÖBB,L053 U01,1995,,
unterfuehrung,unterfuehrung.33,8    -L  54 -    -,L54,Jagdbergstaße,RFB 1,0.058,0.297,Unterführung L190 und ÖBB,L054 U01,1980,,
unterfuehrung,unterfuehrung.18,8    -L  57 -    -,L57,Götzner Straße,RFB 1,0.624,0.829,Unterführung der ÖBB Mösle,L057 U01,1945,,
unterfuehrung,unterfuehrung.9,8    -L  58 -    -,L58,Mäderer Straße,RFB 1,1.903,1.933,V73 Überführung der A14,A 14 073,1942,,
unterfuehrung,unterfuehrung.28,8    -L  58 -    -,L58,Mäderer Straße,RFB 1,0.766,0.968,Unterführung der ÖBB,L058 U01,2009,,
unterfuehrung,unterfuehrung.10,8    -L  59 -    -,L59,Montlinger Straße,RFB 1,0.184,0.333,V77a Unterführung der ÖBB,L059 U01,1970,,
unterfuehrung,unterfuehrung.3,8    -L  62 -    -,L62,Klauser Treietstraße,RFB 1,2.104,2.254,V79a Unterführung der ÖBB,L062 U01,1957,,
unterfuehrung,unterfuehrung.65,8    -L  62 -    -,L62,Klauser Treietstraße,RFB 1,2.302,2.336,V79 Überführung der A14,A 14 078,1964,,
unterfuehrung,unterfuehrung.52,8    -L  63 -    -,L63,Röthner Treietstraße,RFB 1,0.91,0.959,Unterführung der ÖBB,L063 U02,1982,,
unterfuehrung,unterfuehrung.54,8    -L  63 -    -,L63,Röthner Treietstraße,RFB 1,0.207,0.237,V83 Überführung der A14,A 14 082,1979,,
unterfuehrung,unterfuehrung.29,8    -L  64 -    -,L64,Rankweiler Straße,RFB 1,0.834,0.873,V95 Überführung der A14,A 14 097,1983,,
unterfuehrung,unterfuehrung.47,8    -L  64 -    -,L64,Rankweiler Straße,RFB 1,1.845,2.118,Unterführung der ÖBB,L064 U02,1997,,
unterfuehrung,unterfuehrung.56,8    -L  65 -    -,L65,Göfner Straße,RFB 1,0.398,0.457,F8 Überführung der A14,A 14 107,1988,,
unterfuehrung,unterfuehrung.27,8    -L  74 -    -,L74,Schlinser Straße,RFB 1,0.081,0.21,Unterführung der ÖBB,L074 U01,1969,,
unterfuehrung,unterfuehrung.66,8    -L  81 -    -,L81,Bürser Straße,RFB 1,0.373,0.402,W30 Überführung der A14,A 14 130,1945,,
unterfuehrung,unterfuehrung.25,8    -L  97 -    -,L97,Klostertaler Straße,RFB 1,2.62,2.663,Überführung der ÖBB,L097 U01,1987,,
unterfuehrung,unterfuehrung.61,8    -L  97 -    -,L97,Klostertaler Straße,RFB 1,15.014,15.049,DW28 Überführung der S16,L097 U02a,1975,,
unterfuehrung,unterfuehrung.68,8    -L  97 -    -,L97,Klostertaler Straße,RFB 1,14.97,15.014,DW28 Überführung der S16,L097 U02b,1973,,
unterfuehrung,unterfuehrung.2,8    -P  50b-    -,P50b,Gaisbühel Straße,RFB 1,0.558,0.562,Überführung Zugangssteg Gebäude Gaisbühel,PB50 001,1957,,
unterfuehrung,unterfuehrung.57,8    -P  50b-    -,P50b,Gaisbühel Straße,RFB 1,0.536,0.546,Durchfahrt Gebäude,PB50 002,2001,,
